# Part 2 正確答案（Claude 依逐字稿判定）。格式：音檔 id <TAB> A|B|C
Test1/Part2_Q07.mp3	A
Test1/Part2_Q08.mp3	B
Test1/Part2_Q09.mp3	B
Test1/Part2_Q10.mp3	C
Test1/Part2_Q11.mp3	A
Test1/Part2_Q12.mp3	B
Test1/Part2_Q13.mp3	B
Test1/Part2_Q14.mp3	B
Test1/Part2_Q15.mp3	C
Test1/Part2_Q16.mp3	B
Test1/Part2_Q17.mp3	C
Test1/Part2_Q18.mp3	A
Test1/Part2_Q19.mp3	A
Test1/Part2_Q20.mp3	A
Test1/Part2_Q21.mp3	B
Test1/Part2_Q22.mp3	B
Test1/Part2_Q23.mp3	A
Test1/Part2_Q24.mp3	C
Test1/Part2_Q25.mp3	B
Test1/Part2_Q26.mp3	C
Test1/Part2_Q27.mp3	B
Test1/Part2_Q28.mp3	C
Test1/Part2_Q29.mp3	B
Test1/Part2_Q30.mp3	B
Test1/Part2_Q31.mp3	C
Test2/Part2_Q07.mp3	B
Test2/Part2_Q08.mp3	C
Test2/Part2_Q09.mp3	A
Test2/Part2_Q10.mp3	B
Test2/Part2_Q11.mp3	A
Test2/Part2_Q12.mp3	B
Test2/Part2_Q13.mp3	A
Test2/Part2_Q14.mp3	A
Test2/Part2_Q15.mp3	B
Test2/Part2_Q16.mp3	C
Test2/Part2_Q17.mp3	A
Test2/Part2_Q18.mp3	C
Test2/Part2_Q19.mp3	C
Test2/Part2_Q20.mp3	B
Test2/Part2_Q21.mp3	B
Test2/Part2_Q22.mp3	A
Test2/Part2_Q23.mp3	A
Test2/Part2_Q24.mp3	C
Test2/Part2_Q25.mp3	C
Test2/Part2_Q26.mp3	B
Test2/Part2_Q27.mp3	B
Test2/Part2_Q28.mp3	A
Test2/Part2_Q29.mp3	B
Test2/Part2_Q30.mp3	A
Test2/Part2_Q31.mp3	B
Test3/Part2_Q07.mp3	C
Test3/Part2_Q08.mp3	B
Test3/Part2_Q09.mp3	C
Test3/Part2_Q10.mp3	A
Test3/Part2_Q11.mp3	C
Test3/Part2_Q12.mp3	A
Test3/Part2_Q13.mp3	C
Test3/Part2_Q14.mp3	A
Test3/Part2_Q15.mp3	A
Test3/Part2_Q16.mp3	A
Test3/Part2_Q17.mp3	C
Test3/Part2_Q18.mp3	A
Test3/Part2_Q19.mp3	B
Test3/Part2_Q20.mp3	B
Test3/Part2_Q21.mp3	B
Test3/Part2_Q22.mp3	B
Test3/Part2_Q23.mp3	A
Test3/Part2_Q24.mp3	C
Test3/Part2_Q25.mp3	B
Test3/Part2_Q26.mp3	B
Test3/Part2_Q27.mp3	A
Test3/Part2_Q28.mp3	B
Test3/Part2_Q29.mp3	B
Test3/Part2_Q30.mp3	A
Test3/Part2_Q31.mp3	C
Test4/Part2_Q07.mp3	B
Test4/Part2_Q08.mp3	A
Test4/Part2_Q09.mp3	C
Test4/Part2_Q10.mp3	B
Test4/Part2_Q11.mp3	B
Test4/Part2_Q12.mp3	B
Test4/Part2_Q13.mp3	C
Test4/Part2_Q14.mp3	B
Test4/Part2_Q15.mp3	C
Test4/Part2_Q16.mp3	C
Test4/Part2_Q17.mp3	C
Test4/Part2_Q18.mp3	A
Test4/Part2_Q19.mp3	B
Test4/Part2_Q20.mp3	C
Test4/Part2_Q21.mp3	B
